Customer ID,total_orders,total_items,total_spend,unique_products
13146,1,154,228.91,16
13147,4,144,712.8,1
13148,26,4487,8497.82,451
13149,4,1280,1676.06,76
13150,3,171,449.96999999999997,7
13151,3,813,2465.21,131
13152,7,977,2146.38,114
13153,1,418,486.22,15
13154,3,976,1624.84,78
13155,6,741,1370.48,79
13156,3,914,1586.54,94
13157,9,4762,5687.36,173
13158,5,992,1508.18,70
13159,4,1058,1429.35,114
13160,1,56,91.8,4
13161,2,105,472.13,30
13162,16,5755,9275.49,186
13163,1,3,17.65,2
13164,2,120,372.2,7
13165,3,1736,1451.1599999999999,47
13166,2,522,875.93,55
13167,5,1007,1125.15,64
13168,5,898,1840.73,127
13169,3,296,840.08,16
13170,1,141,108.81,29
13171,3,229,468.41,37
13172,1,48,69.6,1
13173,11,1481,2399.82,160
13174,12,3794,7995.36,602
13175,2,423,831.45,40
13176,1,448,481.49,66
13177,2,180,512.2,23
13178,21,8778,14059.19,194
13179,1,368,572.3100000000001,34
13180,1,42,86.10000000000001,4
13181,1,171,359.69,19
13182,1,201,121.18,11
13183,15,4027,7036.18,64
13184,10,1662,1668.95,138
13185,1,12,71.4,1
13186,3,820,1575.89,69
13187,4,296,341.36,51
13188,1,25,114.6,2
13189,2,842,260.68,29
13190,3,308,570.66,16
13191,1,115,164.69,58
13192,6,1629,2558.58,135
13193,1,46,112.08,22
13194,2,326,472.78,10
13195,1,70,136.73,43
13196,7,2006,3068.84,141
13197,1,204,373.01000000000005,19
13198,8,3449,4974.2300000000005,265
13199,67,11567,15964.210000000001,61
13200,4,516,870.09,42
13201,4,1036,1233.06,65
13202,7,572,1580.3,55
13203,10,2413,2648.25,158
13204,1,428,966.6600000000001,57
13205,1,256,2803.2,1
13206,13,7086,8308.19,393
13207,4,178,535.86,10
13208,9,1343,1976.3,198
13209,13,5781,8509.51,284
13210,1,316,353.48,22
13211,10,1845,2618.77,98
13212,3,309,786.83,128
13213,11,2962,3851.52,181
13214,7,2966,3264.23,207
13215,1,96,81.6,1
13216,1,297,333.74,5
13217,4,512,666.48,3
13218,1,88,62.64,5
13219,1,11,76.23,11
13220,5,396,1336.0900000000001,46
13221,2,244,847.41,62
13222,1,30,88.5,1
13223,6,568,969.12,8
13224,2,1518,2155.95,101
13225,16,7401,16260.07,60
13226,2,179,312.46,28
13227,1,99,257.7,9
13228,1,200,358.0,2
13229,1,63,160.95,10
13230,30,3520,6120.01,653
13232,7,773,1328.35,147
13233,4,1604,1176.46,74
13234,2,159,346.5,56
13235,1,441,1031.07,53
13236,2,416,744.85,34
13237,1,128,643.0,24
13238,6,442,1006.63,24
13239,5,1151,1594.69,86
13240,8,709,1475.79,160
13241,1,46,112.53,40
13242,7,350,699.4,19
13243,5,554,1220.38,165
13244,1,38,121.74000000000001,27
13245,2,371,989.22,43
13246,11,2796,3351.75,229
13247,4,328,501.12,18
13248,2,305,465.68,25
13249,9,1246,1608.9299999999998,21
13250,2,107,253.09,17
13251,1,215,252.68,25
13252,2,134,399.3,19
13253,4,3015,2951.11,73
13254,1,43,51.41,4
13255,3,407,678.76,26
13257,1,33,149.75,7
13258,5,446,1009.43,29
13259,9,503,1402.54,234
13260,1,142,557.62,8
13261,2,210,944.1,8
13262,3,247,573.45,48
13263,39,5372,8676.2,507
13264,1,375,722.5600000000001,38
13265,5,1740,2092.66,66
13266,19,6837,6135.04,154
13267,36,3959,9429.81,152
13268,11,3624,3174.75,257
13269,28,6366,8537.32,238
13270,1,200,590.0,1
13271,1,240,211.49,79
13272,2,96,276.56,15
13273,1,153,138.98,16
13274,1,199,360.85,19
13275,2,138,238.86,48
13276,5,840,1891.91,209
13277,7,382,523.3,10
13278,4,1358,1435.85,80
13279,1,73,137.75,9
13280,7,1489,2293.33,159
13281,1,201,350.85,22
13282,4,410,1313.19,42
13283,4,204,373.36,19
13284,1,91,201.19,13
13285,6,2457,3364.59,182
13286,1,274,734.91,46
13287,3,429,781.59,46
13288,5,379,927.61,7
13289,1,119,307.95,16
13290,1,1,208.63,1
13291,11,1600,3270.79,155
13292,5,530,994.51,55
13293,6,555,1192.94,51
13294,3,996,1689.53,93
13295,4,733,1101.97,56
13296,6,653,792.51,50
13297,7,2694,4368.62,108
13298,1,96,360.0,2
13299,3,416,1218.7,56
13300,3,455,1285.51,44
13301,4,345,618.09,75
13302,2,12,159.2,3
13303,1,26,61.72,4
13304,4,716,1217.99,59
13305,16,2228,3616.41,153
13306,1,74,53.65,4
13307,3,140,273.34,15
13308,4,1073,1670.3700000000001,65
13309,6,1914,1706.3700000000001,95
13310,5,816,1541.2,80
13311,2,305,598.57,25
13312,1,41,124.75,5
13313,12,2308,3445.32,105
13314,3,560,775.94,55
13315,1,232,310.26000000000005,22
13316,10,19931,12940.82,115
13317,19,3149,6486.091,222
13318,3,304,640.76,14
13319,58,8974,21323.22,345
13320,6,1509,2211.6,98
13321,2,372,567.36,10
13322,1,117,199.48000000000002,25
13323,5,175,787.85,6
13324,18,8448,10513.47,36
13325,1,240,675.3,12
13326,1,140,281.76,13
13327,20,4203,9134.48,175
13328,1,680,1308.48,17
13329,8,3311,4808.7699999999995,68
13330,6,1951,2796.1,80
13331,1,54,262.4,12
13332,1,179,350.90000000000003,21
13333,3,685,1015.74,54
13334,5,3198,6201.8,307
13336,1,559,795.12,51
13337,1,980,1575.26,87
13338,4,1151,2445.62,113
13339,1,326,860.12,54
13340,12,9636,22100.56,190
13341,1,301,775.85,42
13343,1,135,353.43,19
13344,3,952,2511.69,115
13345,1,141,389.5,20
13346,6,180,299.4,4
13347,1,205,341.36,8
13348,1,136,233.76000000000002,14
13349,1,225,247.32,16
13350,2,287,979.12,36
13351,1,117,373.94,16
13352,1,321,397.98,24
13354,1,604,743.53,51
13355,1,314,674.7,32
13356,1,325,768.24,42
13357,5,2112,3805.51,284
13358,1,285,439.03000000000003,29
13359,2,381,1043.31,52
13360,4,942,1553.65,58
13361,2,324,1450.5,29
13362,7,2481,5394.07,186
13363,3,1146,1723.8600000000001,78
13364,1,71,134.96,10
13365,2,1247,2225.37,122
13366,1,144,56.16,1
13367,1,253,510.2,20
13368,4,606,1121.5,45
13369,1,149,308.28000000000003,14
13370,1,343,754.87,39
13371,2,1019,2297.66,75
13372,1,159,378.64,23
13373,6,4263,7587.1900000000005,292
13374,2,135,422.8,17
13375,2,1124,1792.23,62
13376,3,493,1019.76,45
13377,2,748,1552.88,71
13379,3,601,572.56,85
13380,1,48,62.4,3
13381,12,5125,8224.37,154
13382,5,863,1387.58,74
13383,1,288,305.28000000000003,1
13384,11,4142,6680.83,192
13385,1,281,534.57,35
13386,2,514,835.46,24
13387,1,123,186.94,71
13388,3,701,1185.65,68
13389,3,429,797.96,50
13390,1,224,544.08,13
13391,1,4,59.8,1
13392,1,82,91.14,8
13393,4,662,1131.45,53
13394,19,5354,6621.7,254
13395,3,1660,1180.23,77
13396,2,600,1360.99,42
13397,10,1336,3191.87,68
13398,2,341,670.34,37
13399,3,120,275.4,10
13400,1,284,310.83,23
13402,4,917,1226.8500000000001,55
13403,3,114,229.5,9
13404,2,111,252.49,11
13405,6,855,1213.811,33
13406,2,292,568.92,7
13407,3,1690,2244.7,85
13408,106,28675,50174.782,321
13410,9,1244,2201.96,25
13411,1,72,213.55,17
13412,1,176,487.35,33
13413,6,455,429.44,38
13414,6,2702,2494.14,48
13415,4,496,784.17,85
13416,3,208,940.8000000000001,16
13417,6,532,1669.49,57
13418,31,7354,11559.66,328
13419,1,275,221.06,16
13420,2,101,159.85,8
13421,8,2351,4058.75,174
13422,1,1326,2626.3,127
13423,1,141,217.03,12
13424,1,529,572.77,40
13425,5,2358,3390.4300000000003,124
13426,22,4868,8167.38,162
13427,6,880,1006.53,35
13428,3,356,478.54,122
13429,4,1390,1006.8,55
13430,2,751,679.45,48
13431,8,1570,3316.2400000000002,113
13432,2,217,439.1,98
13433,4,190,658.32,22
13434,5,864,1666.8600000000001,17
13435,9,2754,4447.33,96
13436,1,76,196.89,12
13437,7,1283,3408.06,143
13438,1,10,46.5,1
13439,3,952,986.61,132
13440,7,573,1295.25,49
13441,2,520,720.9,33
13442,3,115,419.87,33
13443,6,805,1273.16,176
13444,2,331,619.08,51
13445,1,198,241.89999999999998,7
13446,11,2403,3881.89,113
13447,3,584,1129.14,55
13448,13,4195,8745.93,321
13449,1,222,291.88,19
13450,13,4318,4120.04,57
13451,11,5229,7090.06,561
13452,3,6,729.8,2
13453,3,341,781.69,33
13454,1,198,219.87,23
13455,6,795,2212.9900000000002,79
13456,6,765,1766.72,43
13457,2,96,148.22,9
13458,16,6760,11959.27,290
13459,2,986,1160.41,57
13460,2,286,183.44,16
13461,6,3132,4160.0,30
13462,5,697,1153.8500000000001,64
13464,6,1440,3097.64,128
13465,2,584,931.12,34
13466,5,660,1013.35,49
13467,2,580,1071.91,89
13468,72,5617,12793.28,290
13469,1,52,82.4,6
13470,2,100,165.0,7
13471,4,1583,2501.84,214
13472,2,310,592.24,24
13473,8,1000,2657.76,65
13474,3,318,646.59,116
13475,4,1012,1431.78,64
13476,5,713,2061.4700000000003,86
13477,11,2091,2819.17,112
13478,5,1189,2215.78,114
13479,4,716,851.37,45
13480,2,362,627.82,40
13481,11,2055,3830.84,162
13482,2,187,336.09,20
13483,1,160,140.34,10
13484,3,224,790.72,38
13485,11,1798,3019.2200000000003,131
13486,3,669,1122.41,69
13487,5,362,846.87,31
13488,23,7375,14205.960000000001,370
13489,4,560,449.52,11
13490,1,25,154.25,8
13491,27,2349,4467.66,144
13494,1,162,316.26000000000005,18
13495,10,2465,4863.31,59
13496,2,341,653.33,28
13497,6,525,1166.8300000000002,52
13498,1,362,327.38,17
13499,5,1365,1159.1100000000001,31
13500,4,838,1466.3,77
13502,5,490,780.5,28
13503,6,1105,1859.24,158
13504,1,178,295.93,22
13506,5,942,1338.08,55
13507,4,1597,2479.16,146
13508,2,180,287.05,27
13509,8,1214,1114.72,27
13510,11,3044,4558.29,176
13511,1,60,282.76,5
13512,4,419,713.39,31
13513,3,364,824.59,32
13514,4,288,815.9000000000001,15
13515,6,819,1265.82,64
13516,4,1114,1685.26,55
13517,3,1369,2128.42,125
13518,1,382,627.16,36
13519,2,133,343.21,19
13521,3,718,1071.73,313
13522,1,44,125.80000000000001,5
13523,6,1989,4534.57,177
13524,5,324,680.1800000000001,17
13525,2,394,628.78,5
13526,2,1911,1182.0,29
13527,12,2736,4541.29,266
13529,2,74,307.76,15
13530,1,272,402.98,18
13531,6,497,1433.07,44
13532,1,129,210.31,66
13533,3,202,269.09,61
13534,35,3869,7720.900000000001,163
13535,1,10,89.5,1
13536,7,2126,3444.39,91
13537,2,337,717.85,38
13538,12,959,3103.13,105
13539,7,710,1569.36,69
13540,3,189,632.39,26
13541,2,279,785.25,10
13542,17,804,3959.4900000000002,98
13543,2,329,1439.61,37
13544,6,331,790.2,219
13545,2,252,364.93,54
13546,5,587,1086.24,95
13547,1,79,167.08,44
13548,3,558,901.44,169
13549,8,554,1005.8000000000001,44
13550,1,430,342.55,40
13551,2,36,244.2,5
13552,22,2630,6948.92,162
13553,1,201,499.6,85
13554,7,578,1629.35,156
13555,13,4762,8891.84,264
13556,2,134,200.82,8
13557,13,2398,3032.26,126
13558,4,338,594.52,123
13559,2,360,990.0,1
13560,1,63,171.42000000000002,32
13561,11,1125,1803.4,131
13562,8,1603,4838.18,88
13563,2,209,777.53,49
13564,37,8878,16498.97,484
13565,3,260,414.8,45
13566,5,1257,1688.6,263
13567,4,643,1079.29,180
13568,1,66,187.05,41
13569,4,345,726.54,140
13570,1,161,239.49,27
13571,26,3191,4537.26,263
13572,1,534,1384.25,32
13573,6,647,904.52,73
13574,1,304,404.45,84
13575,5,449,732.07,41
13576,28,4506,11202.59,145
13577,11,1661,3489.28,102
13578,1,127,147.66,9
13579,5,718,1374.3400000000001,72
13580,1,45,107.75,5
13581,2,119,280.53000000000003,32
13582,2,106,241.68,10
13583,2,1097,1445.031,93
13584,3,360,385.7,74
13585,3,1386,684.54,29
13586,1,38,127.28,20
13587,4,664,1673.5,27
13588,9,2606,2478.95,131
13589,6,293,1120.74,48
13590,18,5271,6336.04,255
13591,7,850,2093.94,89
13592,4,84,247.95999999999998,15
13593,14,2170,5493.29,212
13594,2,396,533.32,31
13595,3,341,784.48,114
13596,2,384,664.11,133
13597,2,231,396.71,17
13598,5,393,761.96,78
13599,33,6248,9811.04,235
13600,2,599,518.42,35
13601,4,957,1159.99,160
13602,4,538,1025.17,49
13603,1,164,164.34,27
13604,1,242,717.62,21
13605,2,425,522.67,50
13606,3,276,276.75,40
13607,2,466,1075.81,110
13608,1,110,232.05,31
13609,1,19,167.35,7
13610,14,869,2103.71,309
13611,10,1988,3297.9300000000003,170
13612,1,444,818.29,50
13613,5,445,1039.8500000000001,50
13614,6,821,2332.74,227
13615,8,2910,6272.53,259
13616,2,172,283.85,31
13617,8,593,1278.75,48
13618,1,246,177.34,13
13619,2,79,224.94,39
13620,1,74,112.34,5
13621,1,343,213.85,19
13622,1,379,658.95,32
13623,10,1010,2533.06,211
13624,1,820,462.08,22
13625,1,144,301.26,21
13626,2,398,707.04,44
13627,7,1632,2245.9,118
13628,1,106,310.14,16
13629,19,7722,13370.86,28
13630,7,1391,2031.78,51
13631,11,467,3070.42,6
13632,8,1633,3645.81,166
13634,16,2090,5033.77,269
13635,4,1884,2999.16,135
13636,5,592,949.12,57
13637,3,405,804.3,79
13638,1,93,122.64,8
13639,2,997,1346.27,49
13640,1,108,405.0,4
13641,5,1098,1016.47,41
13642,4,231,472.2,93
13643,10,902,2156.77,71
13644,4,2067,2624.26,144
13645,1,158,252.1,5
13646,2,79,326.25,58
13647,8,1795,3041.68,98
13648,8,960,1764.02,95
13649,6,782,1453.68,97
13650,10,1746,3288.0,127
13651,3,62,226.85,14
13652,5,1458,2262.05,116
13653,1,72,152.2,9
13654,11,4762,6308.0,262
13655,6,1225,2280.51,103
13656,4,862,1078.85,81
13657,2,209,382.14,16
13658,9,2171,6025.5,164
13659,12,2527,4884.68,224
13660,1,136,306.64,39
13661,1,118,325.24,17
13662,11,1169,2233.61,126
13663,5,893,2047.51,87
13665,3,1652,1711.66,97
13666,5,54,127.9,19
13667,1,149,299.05,82
13668,35,6096,12948.48,411
13669,3,393,413.55,13
13670,1,282,349.7,25
13671,1,95,172.6,61
13672,3,138,419.92,13
13673,2,114,387.44,47
13674,1,102,240.68,14
13675,2,330,486.82000000000005,25
13676,2,104,243.9,13
13677,2,217,551.24,98
13678,1,924,232.6,16
13679,3,102,281.26,44
13680,12,5244,11419.67,354
13681,4,360,827.83,37
13682,1,10,59.5,3
13683,1,180,258.6,10
13684,4,234,594.88,81
13685,7,5056,3119.44,29
13686,3,378,409.04,27
13687,1,87167,11880.84,45
13688,1,130,375.5,5
13689,2,722,1259.5,6
13690,1,67,172.25,9
13691,1,145,212.78,54
13692,5,2101,3114.4,83
13693,9,880,2011.8200000000002,78
13694,143,188201,195640.69,896
13695,16,1791,2770.73,47
13696,3,552,2020.4,24
13697,1,177,151.3,12
13698,2,227,451.73,31
13699,2,219,764.15,33
13700,13,2786,2596.9700000000003,163
13701,1,80,161.0,9
13702,1,74,135.18,5
13703,2,128,425.56,36
13704,9,1531,2308.06,111
13705,7,906,1717.19,55
13706,2,301,631.1700000000001,38
13707,5,2210,3365.86,142
13708,1,301,285.33,49
13709,18,4122,7571.35,296
13710,3,336,509.52,13
13711,9,819,1792.26,80
13712,2,1128,766.42,32
13713,3,284,740.76,70
13714,1,50,161.35,30
13715,17,4800,8153.04,277
13716,1,138,138.28,21
13717,8,2144,1763.3,110
13718,2,173,306.55,9
13719,11,1588,2783.08,194
13720,4,501,799.9,42
13721,2,512,741.54,41
13722,10,3059,5635.41,137
13723,6,593,1194.08,51
13724,1,130,213.01,39
13725,8,806,1980.56,95
13726,2,1054,1079.66,39
13727,8,368,1074.15,74
13728,16,1269,2855.17,75
13729,3,419,724.73,36
13730,2,488,752.6,38
13731,2,278,610.59,36
13732,1,498,491.86,33
13733,2,335,487.03000000000003,28
13734,4,302,6695.6900000000005,24
13735,13,4135,9762.77,362
13736,7,1549,2752.47,325
13737,1,125,339.6,29
13738,1,237,434.78000000000003,88
13739,2,76,292.2,6
13740,5,987,1582.77,83
13741,3,218,668.4300000000001,34
13742,12,1115,3107.87,200
13743,7,1776,1341.6,8
13744,2,1153,1080.52,54
13745,2,1146,777.36,46
13746,1,83,176.69,9
13747,2,60,169.8,4
13748,9,1028,2064.35,40
13750,11,1370,3602.18,51
13751,1,152,296.25,9
13752,7,1005,1579.8300000000002,75
13753,4,1450,2094.57,64
13754,3,315,447.05,16
13755,9,1242,2108.06,232
13756,23,5138,8655.95,142
13757,1,54,195.55,8
13758,15,4667,8698.13,213
13759,2,287,659.4100000000001,24
13760,5,623,1363.6399999999999,95
13761,6,1079,1952.17,118
13762,5,2608,2472.48,23
13763,3,3224,5217.44,50
13764,6,2084,2919.62,295
13765,1,297,352.821,17
13766,1,137,190.35,16
13767,73,14595,33903.57,117
13768,2,373,875.97,30
13769,20,2452,5478.12,121
13770,4,468,785.37,48
13771,9,3140,5728.82,182
13772,8,1446,3100.02,394
13773,2,174,301.54,19
13774,1,192,345.0,22
13775,1,455,1049.66,63
13776,2,2,623.98,1
13777,61,23190,49638.26,44
13778,4,511,1124.49,33
13779,1,53,161.13,27
13780,3,479,732.07,90
13781,3,300,778.83,56
13782,13,643,1786.08,187
13783,4,3437,1542.09,4
13784,14,2827,2910.23,13
13785,4,151,542.49,26
13786,6,1515,3127.9900000000002,80
13787,6,998,1222.5,71
13788,1,1,3.75,1
13789,1,258,239.46,18
13790,1,748,348.79999999999995,45
13791,2,1200,1516.0,7
13792,3,156,383.95,23
13793,1,52,96.0,7
13794,1,63,126.03,9
13795,4,1250,836.3,23
13796,1,218,289.7,22
13797,3,573,1179.45,71
13798,110,48187,75428.87,168
13799,9,1539,2803.57,64
13800,3,891,1679.56,73
13801,1,168,324.8,23
13802,19,14129,26259.11,212
13803,3,831,1338.91,73
13804,9,1797,3161.12,149
13805,2,1900,924.5999999999999,10
13806,1,56,256.38,10
13807,3,116,422.2,24
13808,5,782,1747.66,70
13818,1,60,61.28,5
13819,6,2309,2642.35,47
13820,3,285,652.75,68
13821,6,477,1379.08,158
13822,2,611,632.0,90
13823,7,1564,3403.4500000000003,108
13824,12,1442,3314.76,59
13825,2,182,255.59,38
13826,1,82,189.5,10
13827,3,138,409.8,83
13828,1,311,209.49,15
13829,1,12,102.0,1
13830,1,47,156.85000000000002,11
